Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2010-01-27,1818.9,1823.8,1790.1,3.13919891363e+12,0.0
2010-01-28,1771.1,1805.85,1762.1,3.05668866529e+12,199636198.0
2010-01-29,1741.04,1789.93,1734.03,3.00481066835e+12,0.0
2010-02-01,1760.72,1760.72,1744.26,3.03878713103e+12,0.0
2010-02-02,1776.92,1780.17,1750.39,3.06674086091e+12,0.0
2010-02-03,1784.7,1787.89,1766.6,3.0801626603e+12,572064635.0
2010-02-04,1732.99,1775.37,1732.99,2.99092584966e+12,0.0
2010-02-05,1746.12,1748.77,1712.89,3.01357976801e+12,0.0
2010-02-08,1734.88,1755.65,1734.12,2.99418174564e+12,314764287.0
2010-02-09,1753.84,1768.58,1739.24,3.02691142821e+12,0.0
2010-02-10,1749.76,1760.61,1738.46,3.01985942332e+12,341664617.0
2010-02-11,1775.74,1780.05,1739.02,3.06469672965e+12,96000680.0
2010-02-12,1779.11,1783.7,1756.65,3.07051490508e+12,0.0
2010-02-16,1802.06,1802.48,1782.73,3.11012962296e+12,843982185.0
2010-02-17,1810.86,1811.2,1799.25,3.12310609749e+12,279601960.0
2010-02-18,1823.39,1825.82,1806.76,3.14471188402e+12,319101328.0
2010-02-19,1823.32,1830.38,1813.08,3.14459180567e+12,229777172.0
2010-02-22,1817.63,1829.18,1811.52,3.13477583963e+12,77735988.0
2010-02-23,1793.82,1817.96,1786.46,3.09372062709e+12,0.0
2010-02-24,1812.51,1819.5,1801.04,3.12595374362e+12,643292849.0
2010-02-25,1812.91,1815.94,1781.12,3.1266438754e+12,35126265.0
2010-02-26,1818.68,1822.2,1804.09,3.13658989606e+12,0.0
2010-03-01,1846.4,1848.1,1826.61,3.18439377784e+12,0.0
2010-03-02,1851.21,1862.64,1847.03,3.1926823135e+12,0.0
2010-03-03,1851.57,1861.15,1846.22,3.19331473371e+12,110887847.0
2010-03-04,1859.72,1860.76,1844.92,3.20737563413e+12,0.0
2010-03-05,1888.56,1889.68,1869.1,3.25709991663e+12,0.0
2010-03-08,1890.89,1894.75,1887.66,3.26113296345e+12,200608378.0
2010-03-09,1901.38,1911.38,1885.99,3.27921364256e+12,37360909.0
2010-03-10,1917.35,1920.66,1901.11,3.30676629436e+12,253056083.0
2010-03-11,1923.81,1923.81,1908.39,3.31790257873e+12,0.0
2010-03-12,1924.43,1930.17,1916.41,3.31897162865e+12,0.0
2010-03-15,1920.09,1924.49,1906.01,3.3114813268e+12,0.0
2010-03-16,1932.24,1933.96,1918.98,3.3324318124e+12,0.0
2010-03-17,1936.22,1945.9,1930.91,3.339305726e+12,0.0
2010-03-18,1943.94,1945.28,1934.17,3.35261101381e+12,0.0
2010-03-19,1932.43,1949.14,1924.72,3.33276423448e+12,0.0
2010-03-22,1949.59,1956.48,1921.71,3.36663786872e+12,0.0
2010-03-23,1963.2,1964.14,1943.25,3.39014783108e+12,0.0
2010-03-24,1951.84,1958.6,1948.85,3.3705277478e+12,95473951.0
2010-03-25,1949.15,1976.38,1948.5,3.36589107956e+12,0.0
2010-03-26,1952.63,1965.52,1942.21,3.37189463875e+12,0.0
2010-03-29,1961.22,1968.43,1956.6,3.38672723768e+12,0.0
2010-03-30,1967.96,1974.47,1955.22,3.39837605106e+12,22061922.0
2010-03-31,1958.34,1969.9,1955.15,3.38176189023e+12,0.0
2010-04-01,1959.56,1979.49,1943.97,3.38387120722e+12,0.0
2010-04-05,1977.83,1981.07,1958.01,3.41540938385e+12,450599457.0
2010-04-06,1981.95,1988.04,1968.17,3.42253347413e+12,0.0
2010-04-07,1977.3,1987.34,1967.14,3.41450312608e+12,0.0
2010-04-08,1980.73,1984.9,1962.04,3.42042378383e+12,0.0
2010-04-09,1994.43,1994.48,1978.04,3.4440791025e+12,0.0
2010-04-12,1995.65,2000.56,1990.78,3.4461900023e+12,196245909.0
2010-04-13,2003.81,2006.51,1986.83,3.4602764575e+12,523930983.0
2010-04-14,2028.82,2029.06,2012.98,3.50346051891e+12,0.0
2010-04-15,2038.64,2040.49,2027.52,3.52042991009e+12,0.0
2010-04-16,2012.84,2037.47,2000.77,3.47587553718e+12,0.0
2010-04-19,2013.53,2018.93,1988.37,3.47705349907e+12,0.0
2010-04-20,2023.6,2027.44,2009.55,3.49444166171e+12,0.0
2010-04-21,2034.53,2040.83,2021.72,3.51515219636e+12,0.0
2010-04-22,2045.16,2047.11,2002.97,3.53350314492e+12,0.0
2010-04-23,2055.33,2055.63,2036.99,3.55108522719e+12,0.0
2010-04-26,2049.09,2059.42,2045.64,3.54030776566e+12,0.0
2010-04-27,2006.25,2049.9,2001.02,3.4662770765e+12,0.0
2010-04-28,2007.59,2017.92,1991.95,3.46860229007e+12,0.0
2010-04-29,2042.89,2045.86,2019.32,3.52959224784e+12,199650018.0
2010-04-30,2000.63,2044.39,2000.26,3.45658126717e+12,0.0
2010-05-03,2031.6,2039.52,2010.91,3.51007441500e+12,0.0
2010-05-04,1968.97,2003.59,1955.39,3.40187685490e+12,0.0
2010-05-05,1958.26,1971.1,1936.56,3.38336713737e+12,661379292.0
2010-05-06,1893.75,1964.1,1752.31,3.27190980068e+12,39283838.0
2010-05-07,1849.44,1901.89,1808.07,3.19536210632e+12,0.0
2010-05-10,1942.61,1942.64,1923.52,3.35633631688e+12,299625575.0
2010-05-11,1940.48,1966.48,1918.12,3.35265595013e+12,0.0
2010-05-12,1975.58,1977.42,1947.2,3.4149432245e+12,157734505.0
2010-05-13,1945.52,1983.13,1940.44,3.36297817072e+12,58753421.0
2010-05-14,1907.1,1929.91,1885.51,3.29656626516e+12,0.0
2010-05-17,1915.45,1920.75,1872.92,3.31100338817e+12,277707952.0
2010-05-18,1887.06,1933.25,1878.55,3.26192872933e+12,737085936.0
2010-05-19,1873.42,1894.41,1850.96,3.23834755031e+12,112679588.0
2010-05-20,1800.12,1839.99,1798.2,3.11164679708e+12,0.0
2010-05-21,1822.77,1834.69,1767.94,3.15079535986e+12,0.0
2010-05-24,1815.28,1841.11,1814.17,3.13784543092e+12,91331725.0
2010-05-25,1815.68,1818.28,1756.63,3.13853030753e+12,37488270.0
2010-05-26,1796.47,1850.8,1793.03,3.10196671727e+12,1103433601.0
2010-05-27,1862.71,1863.87,1831.78,3.21634868727e+12,113386520.0
2010-05-28,1852.39,1867.72,1836.23,3.19852557989e+12,0.0
2010-06-01,1835.04,1878.04,1832.96,3.16856208327e+12,0.0
2010-06-02,1879.59,1879.59,1832.58,3.24550168369e+12,1140110862.0
2010-06-03,1895.66,1898.93,1871.59,3.27323520415e+12,37654079.0
2010-06-04,1832.04,1879.31,1824.71,3.1633902457e+12,0.0
2010-06-07,1798.16,1845.3,1795.54,3.10488657928e+12,0.0
2010-06-08,1795.7,1805.84,1770.46,3.10064169731e+12,0.0
2010-06-09,1778.92,1823.21,1774.05,3.0716600622e+12,253166103.0
2010-06-10,1830.09,1831.81,1796.32,3.16001737859e+12,0.0
2010-06-11,1847.15,1848.62,1811.99,3.18948442583e+12,0.0
2010-06-14,1845.48,1876.94,1844.16,3.18659637698e+12,0.0
2010-06-15,1897.48,1898.79,1855.69,3.27639339114e+12,0.0
2010-06-16,1905.31,1913.21,1888.22,3.28990061648e+12,0.0
2010-06-17,1910.65,1916.24,1894.27,3.29912859413e+12,0.0
2010-06-18,1913.48,1925.2,1906.85,3.30401537786e+12,0.0
2010-06-21,1895.84,1939.77,1885.2,3.27353614696e+12,0.0
2010-06-22,1880.54,1917.26,1877.97,3.24711388668e+12,0.0
2010-06-23,1874.42,1889.73,1859.05,3.2365476568e+12,96083821.0
2010-06-24,1844.59,1871.13,1839.32,3.18504268189e+12,0.0
2010-06-25,1838.52,1857.31,1829.3,3.17455579177e+12,0.0
2010-06-28,1836.0,1852.66,1823.51,3.17021060839e+12,0.0
2010-06-29,1764.06,1807.09,1752.56,3.04598722086e+12,0.0
2010-06-30,1739.14,1776.61,1734.9,3.00296552149e+12,0.0
2010-07-01,1734.41,1747.25,1700.04,2.99480431832e+12,0.0
2010-07-02,1728.34,1742.36,1712.92,2.98431869291e+12,256845500.0
2010-07-06,1734.68,1763.88,1719.2,2.99527036313e+12,0.0
2010-07-07,1789.72,1790.18,1736.99,3.0902940615e+12,22113935.0
2010-07-08,1798.31,1805.83,1777.44,3.10513155394e+12,0.0
2010-07-09,1814.79,1815.24,1793.0,3.13358429124e+12,0.0
2010-07-12,1821.03,1831.62,1808.7,3.14437005001e+12,196962667.0
2010-07-13,1845.03,1851.25,1822.25,3.18579688625e+12,0.0
2010-07-14,1853.41,1863.52,1840.62,3.20027588923e+12,0.0
2010-07-15,1856.24,1860.35,1830.7,3.2051544021e+12,0.0
2010-07-16,1803.48,1850.73,1802.54,3.11406270993e+12,0.0
2010-07-19,1819.28,1822.71,1794.56,3.14133663556e+12,0.0
2010-07-20,1840.67,1841.16,1784.55,3.17827944692e+12,0.0
2010-07-21,1817.3,1859.85,1813.28,3.13792318102e+12,0.0
2010-07-22,1863.1,1870.41,1842.38,3.21701150103e+12,0.0
2010-07-23,1875.38,1875.38,1846.32,3.23821622876e+12,0.0
2010-07-26,1890.4,1890.4,1867.84,3.2641453671e+12,0.0
2010-07-27,1888.81,1900.15,1880.22,3.26140395649e+12,0.0
2010-07-28,1872.62,1894.69,1866.68,3.23344904274e+12,28683168.0
2010-07-29,1860.3,1887.41,1841.36,3.21216921479e+12,199657869.0
2010-07-30,1864.0,1874.64,1833.9,3.21856535036e+12,0.0
2010-08-02,1898.99,1902.67,1879.77,3.27897106006e+12,481729241.0
2010-08-03,1891.81,1898.63,1881.58,3.26658079758e+12,0.0
2010-08-04,1909.2,1911.01,1891.23,3.29660640296e+12,665761248.0
2010-08-05,1904.95,1907.8,1892.5,3.28927149306e+12,37139060.0
2010-08-06,1902.88,1905.01,1873.44,3.28568796753e+12,47817172.0
2010-08-09,1915.17,1918.78,1902.98,3.30691340729e+12,110300432.0
2010-08-10,1899.24,1908.73,1882.6,3.27941091863e+12,63126845.0
2010-08-11,1845.38,1866.0,1838.89,3.18640847427e+12,129425648.0
2010-08-12,1832.17,1839.24,1807.46,3.16359119020e+12,96738967.0
2010-08-13,1818.8,1832.46,1818.3,3.14051728831e+12,0.0
2010-08-16,1821.51,1834.05,1801.74,3.14519236454e+12,0.0
2010-08-17,1845.37,1860.68,1831.27,3.18639812663e+12,904357934.0
2010-08-18,1850.8,1862.37,1834.2,3.19576174517e+12,228565185.0
2010-08-19,1823.0,1847.62,1811.57,3.14775965483e+12,0.0
2010-08-20,1825.75,1829.92,1810.62,3.15251342872e+12,0.0
2010-08-23,1808.31,1842.79,1807.84,3.12240058234e+12,91341806.0
2010-08-24,1775.27,1793.43,1767.36,3.06535457347e+12,36691877.0
2010-08-25,1790.88,1798.38,1758.62,3.09230382708e+12,766507214.0
2010-08-26,1769.02,1800.62,1767.85,3.05455453971e+12,0.0
2010-08-27,1791.64,1794.29,1747.32,3.09361024202e+12,0.0
2010-08-30,1772.07,1798.47,1772.07,3.0598227595e+12,35037004.0
2010-08-31,1767.43,1781.47,1755.38,3.05181937096e+12,37197878.0
2010-09-01,1820.05,1824.66,1791.41,3.1426636827e+12,110229580.0
2010-09-02,1840.58,1840.58,1817.99,3.17812625162e+12,0.0
2010-09-03,1870.31,1870.31,1851.6,3.22945680148e+12,200684116.0
2010-09-07,1856.5,1870.06,1854.43,3.20561025472e+12,0.0
2010-09-08,1880.0,1887.17,1863.53,3.2461797668e+12,227016026.0
2010-09-09,1886.14,1897.93,1882.79,3.25275523123e+12,25421281.0
2010-09-10,1892.34,1895.92,1879.71,3.26345989953e+12,0.0
2010-09-13,1921.67,1924.61,1908.41,3.3140354292e+12,0.0
2010-09-14,1928.59,1938.01,1913.71,3.32597328935e+12,0.0
2010-09-15,1939.6,1942.34,1918.1,3.3449655594e+12,0.0
2010-09-16,1948.11,1949.39,1931.72,3.35963227711e+12,0.0
2010-09-17,1955.83,1961.01,1945.52,3.37295206639e+12,0.0
2010-09-20,1989.43,1992.8,1960.43,3.41628278641e+12,0.0
2010-09-21,1989.11,2002.79,1980.47,3.41573606118e+12,0.0
2010-09-22,1982.76,1996.45,1972.83,3.40483113338e+12,82910520.0
2010-09-23,1982.15,2002.46,1967.82,3.40377567714e+12,0.0
2010-09-24,2023.84,2023.85,2002.55,3.47536901314e+12,0.0
2010-09-27,2010.99,2026.42,2010.53,3.45329683382e+12,12876963.0
2010-09-28,2012.43,2017.57,1979.74,3.45577704465e+12,0.0
2010-09-29,2009.08,2017.24,2000.91,3.45001661152e+12,0.0
2010-09-30,1998.04,2029.65,1986.33,3.43106308104e+12,0.0
2010-10-01,1996.6,2017.23,1987.71,3.42859312574e+12,0.0
2010-10-04,1975.33,1997.67,1963.68,3.39206068622e+12,453954301.0
2010-10-05,2024.63,2026.46,1996.21,3.47671920669e+12,0.0
2010-10-06,2006.52,2024.92,1992.65,3.44562324888e+12,22335619.0
2010-10-07,2011.63,2017.44,1996.25,3.45439223637e+12,0.0
2010-10-08,2027.03,2030.89,1999.89,3.48084661538e+12,0.0
2010-10-11,2026.98,2037.12,2021.43,3.48076112059e+12,0.0
2010-10-12,2041.55,2045.08,2007.13,3.50577747907e+12,0.0
2010-10-13,2057.25,2067.06,2048.05,3.5327442127e+12,0.0
2010-10-14,2054.51,2062.26,2043.7,3.52803409755e+12,0.0
2010-10-15,2097.73,2097.73,2062.84,3.60225014051e+12,0.0
2010-10-18,2104.15,2105.07,2091.15,3.61328158233e+12,0.0
2010-10-19,2069.73,2087.05,2054.61,3.55416479968e+12,186248240.0
2010-10-20,2085.75,2100.16,2072.54,3.5816812593e+12,0.0
2010-10-21,2090.1,2106.24,2069.45,3.58914197146e+12,0.0
2010-10-22,2104.21,2105.44,2086.89,3.61337868524e+12,0.0
2010-10-25,2113.55,2127.26,2112.28,3.62941808275e+12,0.0
2010-10-26,2119.05,2123.81,2094.84,3.63886505966e+12,0.0
2010-10-27,2125.88,2127.21,2104.99,3.65058482053e+12,89066721.0
2010-10-28,2129.73,2135.69,2112.09,3.65719649816e+12,199681082.0
2010-10-29,2124.45,2137.33,2124.45,3.64814097384e+12,0.0
2010-11-01,2128.42,2148.07,2117.59,3.65495634207e+12,0.0
2010-11-02,2151.72,2155.46,2141.62,3.6949669436e+12,0.0
2010-11-03,2158.36,2159.68,2132.69,3.70635832449e+12,576830113.0
2010-11-04,2187.8,2193.66,2179.06,3.75692702073e+12,0.0
2010-11-05,2186.71,2191.24,2179.86,3.75505789394e+12,0.0
2010-11-08,2188.94,2191.49,2176.67,3.75888503652e+12,417016440.0
2010-11-09,2176.88,2200.16,2166.96,3.73816606431e+12,298416517.0
2010-11-10,2187.74,2189.38,2162.63,3.7568189504e+12,123285842.0
2010-11-11,2173.11,2177.21,2145.09,3.73168712723e+12,0.0
2010-11-12,2137.95,2171.23,2122.42,3.6713173849e+12,0.0
2010-11-15,2131.48,2152.89,2129.69,3.66021415152e+12,0.0
2010-11-16,2093.63,2126.16,2085.27,3.59520436318e+12,1283011311.0
2010-11-17,2100.0,2111.06,2090.34,3.60615606260e+12,708384863.0
2010-11-18,2134.77,2147.97,2121.86,3.66585195147e+12,0.0
2010-11-19,2135.27,2138.88,2121.11,3.66671172387e+12,2139113342.0
2010-11-22,2150.86,2151.0,2121.74,3.6934829991e+12,893459589.0
2010-11-23,2116.61,2132.69,2105.61,3.63467407264e+12,61462425.0
2010-11-24,2160.52,2165.15,2138.15,3.71502108385e+12,0.0
2010-11-26,2153.91,2160.55,2142.69,3.70364557047e+12,0.0
2010-11-29,2144.56,2150.71,2118.94,3.68756893543e+12,113277212.0
2010-11-30,2117.33,2131.5,2110.24,3.64074302762e+12,0.0
2010-12-01,2162.83,2173.42,2150.64,3.71898691889e+12,641372759.0
2010-12-02,2185.3,2187.82,2164.53,3.7576174394e+12,33308478.0
2010-12-03,2191.17,2192.89,2176.28,3.76771510736e+12,37113490.0
2010-12-06,2189.81,2193.86,2183.03,3.76538513715e+12,0.0
2010-12-07,2189.35,2215.28,2188.74,3.76458367149e+12,0.0
2010-12-08,2200.6,2201.34,2182.99,3.78393627241e+12,235129844.0
2010-12-09,2201.57,2213.01,2193.92,3.78559632068e+12,162918825.0
2010-12-10,2215.34,2217.48,2199.69,3.80926918047e+12,89303810.0
2010-12-13,2207.45,2225.22,2207.02,3.79570142197e+12,0.0
2010-12-14,2212.59,2220.42,2205.21,3.80454902113e+12,0.0
2010-12-15,2202.45,2223.67,2196.88,3.78711325799e+12,230255717.0
2010-12-16,2218.02,2221.98,2198.86,3.81294718342e+12,89303810.0
2010-12-17,2218.29,2227.04,2217.11,3.81342325898e+12,0.0
2010-12-20,2223.04,2230.55,2206.3,3.87270374957e+12,0.0
2010-12-21,2234.57,2235.58,2226.25,3.89278872114e+12,82125043.0
2010-12-22,2235.91,2238.92,2231.97,3.89511314721e+12,0.0
2010-12-23,2230.27,2235.11,2225.29,3.88529108704e+12,0.0
2010-12-27,2229.86,2234.42,2208.8,3.88458677841e+12,12811801.0
2010-12-28,2227.42,2236.17,2222.76,3.88033572561e+12,0.0
2010-12-29,2231.64,2236.19,2229.87,3.88768052507e+12,0.0
2010-12-30,2225.72,2232.38,2222.77,3.87737433058e+12,0.0
2010-12-31,2217.86,2225.0,2209.38,3.8636658194e+12,0.0
2011-01-03,2254.23,2268.3,2237.79,3.9270409099e+12,257254321.0
2011-01-04,2251.46,2263.03,2237.73,3.92220448e+12,0.0
2011-01-05,2270.4,2271.08,2243.88,3.9551986459e+12,0.0
2011-01-06,2277.51,2279.45,2268.59,3.96758041858e+12,34056626.0
2011-01-07,2276.7,2282.87,2254.22,3.96617501603e+12,0.0
2011-01-10,2284.38,2288.64,2265.0,3.97955342091e+12,0.0
2011-01-11,2288.73,2296.15,2279.48,3.98713922035e+12,0.0
2011-01-12,2304.88,2304.88,2289.05,4.01526868179e+12,0.0
2011-01-13,2305.53,2310.82,2298.62,4.01639232837e+12,0.0
2011-01-14,2323.43,2323.43,2300.25,4.04758895270e+12,196868339.0
2011-01-18,2328.79,2331.32,2299.37,4.05692400067e+12,0.0
2011-01-19,2303.32,2331.63,2294.89,4.01255559272e+12,0.0
2011-01-20,2286.08,2295.24,2268.59,3.98251784194e+12,0.0
2011-01-21,2268.32,2301.05,2267.17,3.95157828758e+12,0.0
2011-01-24,2300.39,2300.39,2268.72,4.00745425683e+12,0.0
2011-01-25,2304.03,2304.04,2283.79,4.01378816467e+12,0.0
2011-01-26,2314.19,2321.22,2300.11,4.03149152824e+12,0.0
2011-01-27,2330.07,2336.04,2319.23,4.05915065896e+12,0.0
2011-01-28,2270.51,2330.07,2260.6,3.95539463192e+12,199795949.0
2011-01-31,2281.91,2287.5,2258.05,3.97524791314e+12,0.0
2011-02-01,2324.95,2329.34,2296.74,4.05023524789e+12,0.0
2011-02-02,2321.09,2328.8,2316.22,4.04350932365e+12,0.0
2011-02-03,2323.07,2327.24,2297.79,4.04695446576e+12,664821174.0
2011-02-04,2338.2,2338.66,2318.27,4.07331330665e+12,0.0
2011-02-07,2349.2,2360.82,2338.87,4.09247960736e+12,354931828.0
2011-02-08,2363.61,2363.76,2344.86,4.11758732781e+12,49546113.0
2011-02-09,2360.95,2367.19,2352.46,4.11293940729e+12,87687872.0
2011-02-10,2364.35,2366.28,2341.81,4.11887686619e+12,329662181.0
2011-02-11,2379.15,2381.4,2353.28,4.14466087936e+12,132372603.0
2011-02-14,2385.6,2388.63,2378.16,4.15589256158e+12,0.0
2011-02-15,2381.92,2384.81,2371.19,4.14947550833e+12,977095249.0
2011-02-16,2397.94,2403.52,2387.66,4.17738304118e+12,256572537.0
2011-02-17,2397.57,2400.89,2384.22,4.17674482947e+12,228708558.0
2011-02-18,2392.47,2400.47,2382.39,4.16785563978e+12,0.0
2011-02-22,2322.86,2366.43,2318.4,4.04659416829e+12,177287625.0
2011-02-23,2300.94,2329.13,2284.65,4.00840353416e+12,696333158.0
2011-02-24,2313.31,2321.2,2285.44,4.02994790653e+12,0.0
2011-02-25,2346.29,2349.51,2325.71,4.08740699258e+12,39388494.0
2011-02-28,2350.99,2362.79,2338.21,4.09560323113e+12,90852058.0
2011-03-01,2315.26,2359.98,2308.05,4.0333451293e+12,0.0
2011-03-02,2326.77,2340.8,2311.99,4.05339893823e+12,122723980.0
2011-03-03,2371.76,2375.67,2350.18,4.13178260593e+12,0.0
2011-03-04,2359.96,2371.23,2344.62,4.11122428831e+12,0.0
2011-03-07,2328.07,2370.91,2307.39,4.05567104986e+12,0.0
2011-03-08,2337.55,2347.51,2310.96,4.07218175091e+12,0.0
2011-03-09,2322.69,2330.68,2309.28,4.04630285175e+12,271398812.0
2011-03-10,2284.29,2300.53,2276.12,3.97939435724e+12,24798384.0
2011-03-11,2299.26,2305.97,2275.07,4.00548212352e+12,0.0
2011-03-14,2290.72,2302.92,2274.08,3.99059370274e+12,534920862.0
2011-03-15,2259.62,2271.58,2217.43,3.93642558872e+12,0.0
2011-03-16,2202.97,2252.13,2188.92,3.83772571392e+12,0.0
2011-03-17,2225.24,2247.93,2223.13,3.87652983703e+12,0.0
2011-03-18,2221.07,2249.39,2217.95,3.86926751766e+12,0.0
2011-03-21,2262.7,2273.11,2249.46,3.94751683638e+12,0.0
2011-03-22,2257.96,2266.09,2253.08,3.93925442134e+12,0.0
2011-03-23,2270.5,2276.62,2234.94,3.96112070762e+12,91250048.0
2011-03-24,2312.09,2315.56,2275.65,4.0336881235e+12,0.0
2011-03-25,2316.36,2331.63,2314.02,4.04112842322e+12,0.0
2011-03-28,2303.1,2326.12,2303.06,4.01800044997e+12,0.0
2011-03-29,2325.54,2325.54,2291.78,4.05714832137e+12,235402946.0
2011-03-30,2336.52,2340.39,2326.79,4.076302682e+12,0.0
2011-03-31,2338.99,2342.24,2329.62,4.08060728343e+12,0.0
2011-04-01,2342.92,2359.16,2334.95,4.08746439058e+12,0.0
2011-04-04,2334.54,2350.34,2324.02,4.04395633281e+12,306585229.0
2011-04-05,2327.87,2342.34,2323.41,4.03239829219e+12,0.0
2011-04-06,2332.34,2352.25,2320.32,4.04013222663e+12,0.0
2011-04-07,2332.88,2346.86,2315.83,4.04106626781e+12,0.0
2011-04-08,2321.18,2345.41,2313.46,4.02080359702e+12,34177055.0
2011-04-11,2314.5,2333.98,2305.53,4.0092386256e+12,237431226.0
2011-04-12,2298.3,2308.2,2288.68,3.98117150785e+12,0.0
2011-04-13,2316.63,2322.6,2298.82,4.01293238302e+12,68833753.0
2011-04-14,2311.25,2315.22,2291.79,4.0036132488e+12,0.0
2011-04-15,2307.58,2316.82,2293.53,3.99724076842e+12,0.0
2011-04-18,2292.34,2293.08,2254.88,3.97084807566e+12,0.0
2011-04-19,2306.77,2306.77,2286.59,3.99584957875e+12,0.0
2011-04-20,2357.76,2360.69,2344.21,4.08417526598e+12,0.0
2011-04-21,2377.3,2381.2,2370.28,4.11801868172e+12,0.0
2011-04-25,2383.72,2385.03,2375.12,4.12914334046e+12,0.0
2011-04-26,2396.03,2405.23,2384.8,4.15045875617e+12,0.0
2011-04-27,2413.59,2415.85,2390.46,4.18087397334e+12,0.0
2011-04-28,2409.9,2411.98,2398.93,4.17449112043e+12,352518985.0
2011-04-29,2404.08,2415.56,2403.25,4.16441456300e+12,126904666.0
2011-05-02,2404.24,2417.83,2397.48,2.65445303277e+12,0.0
2011-05-03,2392.8,2404.12,2377.33,2.64182403392e+12,0.0
2011-05-04,2387.51,2398.46,2367.68,2.63598597269e+12,994425600.0
2011-05-05,2375.21,2402.05,2366.73,2.62193123599e+12,0.0
2011-05-06,2383.18,2411.63,2376.15,2.63072181416e+12,19197675.0
2011-05-09,2390.97,2399.68,2376.96,2.63932595832e+12,96980000.0
2011-05-10,2411.35,2414.58,2394.84,2.66182377813e+12,0.0
2011-05-11,2393.08,2415.9,2377.43,2.64165761622e+12,104765938.0
2011-05-12,2407.89,2410.45,2372.19,2.65800307474e+12,41805299.0
2011-05-13,2379.24,2406.01,2378.76,2.62637498773e+12,0.0
2011-05-16,2337.85,2375.36,2332.84,2.5806845939e+12,49601457.0
2011-05-17,2343.51,2343.73,2320.33,2.58693439376e+12,1453339493.0
2011-05-18,2362.95,2366.4,2337.48,2.60838916296e+12,107587622.0
2011-05-19,2369.67,2374.22,2355.4,2.6158109873e+12,188443714.0
2011-05-20,2351.43,2368.99,2348.73,2.59567422781e+12,62259975.0
2011-05-23,2316.78,2325.86,2306.43,2.55742742478e+12,80196800.0
2011-05-24,2303.55,2322.63,2302.36,2.54282444489e+12,0.0
2011-05-25,2310.95,2321.51,2298.72,2.5509972887e+12,417507127.0
2011-05-26,2325.93,2332.02,2306.11,2.56752441561e+12,0.0
2011-05-27,2336.09,2339.1,2327.32,2.57901075223e+12,180550481.0
2011-05-31,2372.54,2372.54,2347.23,2.61925006324e+12,0.0
2011-06-01,2322.48,2373.82,2321.0,2.56397594495e+12,868701531.0
2011-06-02,2326.7,2335.66,2314.69,2.56863656589e+12,18303413.0
2011-06-03,2292.31,2317.93,2289.41,2.53067013618e+12,26198598.0
2011-06-06,2274.48,2299.4,2273.24,2.51099142008e+12,0.0
2011-06-07,2268.96,2288.76,2268.06,2.50489949637e+12,0.0
2011-06-08,2252.89,2268.0,2246.62,2.48714992548e+12,178710000.0
2011-06-09,2256.65,2267.76,2246.49,2.49131087636e+12,12880402.0
2011-06-10,2221.09,2250.89,2220.83,2.45204949332e+12,0.0
2011-06-13,2222.28,2234.22,2214.37,2.45335987488e+12,166461934.0
2011-06-14,2250.34,2256.46,2240.39,2.48434521812e+12,0.0
2011-06-15,2209.01,2243.22,2204.15,2.43871285124e+12,0.0
2011-06-16,2199.93,2216.74,2180.94,2.4286919097e+12,0.0
2011-06-17,2192.96,2222.51,2186.78,2.42098849321e+12,0.0
2011-06-20,2204.36,2210.64,2186.77,2.43136249926e+12,0.0
2011-06-21,2251.82,2253.27,2203.71,2.48371412468e+12,0.0
2011-06-22,2235.75,2254.64,2234.83,2.46598590464e+12,88886682.0
2011-06-23,2255.05,2256.7,2204.47,2.48728069048e+12,0.0
2011-06-24,2217.06,2246.96,2213.1,2.44537627424e+12,0.0
2011-06-27,2252.24,2263.21,2215.14,2.48417599267e+12,0.0
2011-06-28,2285.75,2286.92,2254.94,2.52114129950e+12,7038773.0
2011-06-29,2294.43,2299.32,2278.85,2.53070845842e+12,0.0
2011-06-30,2325.07,2327.36,2302.67,2.56450439386e+12,0.0
2011-07-01,2361.39,2363.36,2320.57,2.60456612812e+12,234491368.0
2011-07-05,2371.21,2374.41,2357.31,2.6154001242e+12,330011094.0
2011-07-06,2378.58,2383.77,2361.47,2.62352605716e+12,0.0
2011-07-07,2412.89,2418.99,2394.55,2.6613727989e+12,0.0
2011-07-08,2405.89,2405.92,2379.14,2.65364899782e+12,0.0
2011-07-11,2362.0,2392.09,2354.12,2.60523653988e+12,303630960.0
2011-07-12,2343.79,2366.35,2342.13,2.58515046218e+12,0.0
2011-07-13,2352.43,2377.34,2345.8,2.59468951096e+12,0.0
2011-07-14,2325.06,2370.72,2318.2,2.5644957554e+12,0.0
2011-07-15,2356.67,2357.36,2336.13,2.60218177714e+12,0.0
2011-07-18,2344.01,2354.56,2322.62,2.58819885762e+12,0.0
2011-07-19,2398.17,2400.58,2367.81,2.64799657646e+12,0.0
2011-07-20,2387.8,2412.39,2384.5,2.63655048204e+12,0.0
2011-07-21,2404.24,2417.13,2377.82,2.65470225778e+12,38331985.0
2011-07-22,2429.5,2432.84,2402.06,2.68259556241e+12,0.0
2011-07-25,2424.15,2437.42,2406.17,2.67669143024e+12,0.0
2011-07-26,2429.45,2438.44,2418.52,2.68254324995e+12,62378879.0
2011-07-27,2367.16,2416.22,2362.12,2.61376604897e+12,0.0
