Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2006-09-18,1632.17,1643.53,1625.8,2.59290599544e+12,0.0
2006-09-19,1621.07,1638.08,1608.51,2.57527141298e+12,0.0
2006-09-20,1645.35,1648.9,1635.28,2.61385148234e+12,0.0
2006-09-21,1634.87,1654.4,1631.29,2.59719562633e+12,0.0
2006-09-22,1622.37,1633.15,1615.98,2.57734950202e+12,0.0
2006-09-25,1650.37,1653.86,1615.14,2.6218292612e+12,0.0
2006-09-26,1659.2,1659.6,1644.29,2.63585577504e+12,0.0
2006-09-27,1655.67,1665.61,1648.14,2.63024986372e+12,9708401.0
2006-09-28,1661.59,1663.28,1645.2,2.63964821036e+12,0.0
2006-09-29,1654.13,1666.03,1653.74,2.627794578e+12,0.0
2006-10-02,1632.81,1655.67,1631.36,2.59393417782e+12,0.0
2006-10-03,1640.29,1646.74,1623.07,2.60581542899e+12,0.0
2006-10-04,1681.14,1681.14,1634.23,2.66970438217e+12,0.0
2006-10-05,1689.43,1690.41,1676.08,2.68287377101e+12,0.0
2006-10-06,1684.88,1690.8,1678.55,2.67565221151e+12,0.0
2006-10-09,1691.08,1698.38,1681.64,2.68549079648e+12,0.0
2006-10-10,1693.29,1698.26,1681.44,2.68899560255e+12,0.0
2006-10-11,1691.28,1701.58,1675.98,2.68313469607e+12,39012108.0
2006-10-12,1718.54,1718.72,1697.47,2.72638074757e+12,0.0
2006-10-13,1727.21,1729.26,1714.58,2.74013219317e+12,0.0
2006-10-16,1727.61,1733.73,1725.7,2.74077449069e+12,0.0
2006-10-17,1709.61,1718.1,1699.88,2.71221949171e+12,0.0
2006-10-18,1700.75,1721.43,1695.37,2.69816592579e+12,0.0
2006-10-19,1706.37,1713.43,1693.19,2.70708276298e+12,0.0
2006-10-20,1709.58,1713.45,1695.21,2.71216400078e+12,0.0
2006-10-23,1725.93,1732.52,1702.58,2.73810216491e+12,0.0
2006-10-24,1713.88,1726.78,1706.22,2.73603799824e+12,0.0
2006-10-25,1726.76,1729.9,1711.68,2.75660003278e+12,122164647.0
2006-10-26,1744.07,1745.79,1718.53,2.78423266296e+12,0.0
2006-10-27,1717.61,1741.61,1712.76,2.74198524192e+12,0.0
2006-10-30,1727.8,1735.02,1711.85,2.75825833743e+12,142387028.0
2006-10-31,1732.54,1739.33,1722.15,2.76582633559e+12,0.0
2006-11-01,1707.65,1739.79,1702.18,2.72674148638e+12,0.0
2006-11-02,1710.17,1714.37,1698.6,2.7307713598e+12,0.0
2006-11-03,1703.98,1716.65,1693.19,2.7208817574e+12,379396562.0
2006-11-06,1732.26,1736.54,1712.03,2.76603258012e+12,83909829.0
2006-11-07,1741.53,1752.95,1728.27,2.78084325124e+12,0.0
2006-11-08,1749.75,1757.18,1728.35,2.79396139366e+12,0.0
2006-11-09,1740.14,1762.95,1736.66,2.77862776393e+12,0.0
2006-11-10,1751.11,1751.11,1736.39,2.79614272679e+12,76949516.0
2006-11-13,1768.0,1770.54,1749.52,2.8230999848e+12,130533881.0
2006-11-14,1787.23,1787.88,1759.24,2.85380831405e+12,711837283.0
2006-11-15,1793.82,1804.88,1786.71,2.86505037694e+12,165175916.0
2006-11-16,1801.97,1806.0,1790.96,2.87805747418e+12,0.0
2006-11-17,1800.67,1800.9,1788.05,2.87598428537e+12,131678768.0
2006-11-20,1803.81,1808.71,1790.47,2.87976484847e+12,0.0
2006-11-21,1808.88,1809.8,1800.3,2.88785260294e+12,0.0
2006-11-22,1819.76,1820.2,1800.72,2.90523180637e+12,0.0
2006-11-24,1815.53,1824.21,1805.39,2.89847916076e+12,35964783.0
2006-11-27,1775.17,1813.92,1775.17,2.83404477369e+12,0.0
2006-11-28,1780.34,1782.65,1763.34,2.84229189179e+12,0.0
2006-11-29,1792.77,1796.5,1776.1,2.86213886705e+12,257379472.0
2006-11-30,1791.25,1800.47,1781.49,2.85971174455e+12,0.0
2006-12-01,1775.12,1793.31,1760.01,2.833961859e+12,32838673.0
2006-12-04,1799.93,1808.12,1782.13,2.87356601078e+12,15856214.0
2006-12-05,1804.85,1810.82,1797.37,2.88142023022e+12,449081637.0
2006-12-06,1799.13,1804.88,1792.29,2.87458632045e+12,56636671.0
2006-12-07,1777.46,1808.2,1777.2,2.83996410942e+12,0.0
2006-12-08,1786.21,1799.22,1767.83,2.85393574954e+12,13318199.0
2006-12-11,1791.74,1803.38,1779.65,2.86277002844e+12,0.0
2006-12-12,1781.97,1794.05,1771.3,2.85533158647e+12,25203530.0
2006-12-13,1783.44,1793.86,1774.05,2.85768343305e+12,0.0
2006-12-14,1803.41,1811.08,1786.52,2.88968391533e+12,1049853802.0
2006-12-15,1808.56,1821.18,1805.45,2.89794302748e+12,0.0
2006-12-18,1790.99,1820.94,1783.24,2.8747536179e+12,0.0
2006-12-19,1785.12,1792.78,1766.35,2.86533181266e+12,21788526.0
2006-12-20,1777.92,1795.41,1777.92,2.85377133037e+12,0.0
2006-12-21,1766.28,1781.51,1759.08,2.83508333472e+12,0.0
2006-12-22,1748.61,1765.98,1748.61,2.80673527431e+12,0.0
2006-12-26,1753.55,1754.7,1746.07,2.81465726204e+12,11014728.0
2006-12-27,1763.41,1766.15,1754.87,2.83048316262e+12,0.0
2006-12-28,1758.94,1765.06,1752.64,2.82330789638e+12,0.0
2006-12-29,1756.9,1774.64,1755.04,2.8200361304e+12,0.0
2007-01-03,1759.37,1793.05,1731.71,2.82400342556e+12,0.0
2007-01-04,1792.91,1799.07,1757.0,2.87783417543e+12,0.0
2007-01-05,1785.3,1787.79,1770.29,2.86562470539e+12,0.0
2007-01-08,1787.14,1795.45,1776.99,2.86857336578e+12,0.0
2007-01-09,1795.63,1802.44,1776.73,2.88220000898e+12,0.0
2007-01-10,1816.15,1817.22,1784.28,2.91513892109e+12,46292477.0
2007-01-11,1834.86,1840.88,1818.09,2.94517150661e+12,0.0
2007-01-12,1844.81,1845.68,1830.34,2.96113308193e+12,0.0
2007-01-16,1842.44,1847.54,1836.83,2.95733175612e+12,0.0
2007-01-17,1827.68,1843.07,1824.74,2.93364654964e+12,0.0
2007-01-18,1793.68,1824.34,1789.39,2.87907512063e+12,0.0
2007-01-19,1796.81,1802.22,1787.52,2.88408899775e+12,0.0
2007-01-22,1779.02,1800.53,1771.24,2.855536756e+12,0.0
2007-01-23,1773.4,1790.07,1771.44,2.84652471636e+12,0.0
2007-01-24,1802.63,1803.46,1781.82,2.8934439063e+12,142902040.0
2007-01-25,1777.75,1810.24,1774.58,2.85350871879e+12,0.0
2007-01-26,1772.97,1784.82,1763.3,2.84582845211e+12,0.0
2007-01-29,1775.08,1786.97,1767.09,2.84922051532e+12,0.0
2007-01-30,1777.76,1782.21,1772.03,2.85351063709e+12,142365702.0
2007-01-31,1792.28,1798.49,1764.63,2.87555600806e+12,0.0
2007-02-01,1791.45,1806.81,1785.54,2.87637624832e+12,0.0
2007-02-02,1798.13,1800.39,1788.97,2.88710984617e+12,141119330.0
2007-02-05,1795.39,1804.4,1789.72,2.88270112571e+12,502081097.0
2007-02-06,1793.06,1800.05,1776.51,2.87895932229e+12,0.0
2007-02-07,1810.95,1816.77,1796.18,2.91084413659e+12,0.0
2007-02-08,1810.54,1814.48,1800.63,2.91017335341e+12,0.0
2007-02-09,1785.53,1819.3,1780.44,2.86998105623e+12,0.0
2007-02-12,1778.42,1787.11,1774.25,2.85855544783e+12,148245196.0
2007-02-13,1783.82,1789.98,1778.66,2.86723785006e+12,757126881.0
2007-02-14,1814.98,1818.55,1792.29,2.91672069226e+12,236242944.0
2007-02-15,1823.41,1824.09,1813.07,2.93027163888e+12,0.0
2007-02-16,1821.49,1823.37,1813.9,2.92717926812e+12,90489040.0
2007-02-20,1833.71,1835.31,1808.11,2.94682754485e+12,0.0
2007-02-21,1839.13,1839.13,1824.53,2.95553057993e+12,19407891.0
2007-02-22,1846.34,1851.47,1832.6,2.96712018961e+12,56925107.0
2007-02-23,1839.77,1846.77,1832.4,2.95656349626e+12,0.0
2007-02-26,1830.59,1849.09,1819.76,2.94180995798e+12,0.0
2007-02-27,1756.27,1808.08,1750.7,2.82238031131e+12,27360205.0
2007-02-28,1761.65,1778.17,1746.29,2.83216483017e+12,449260894.0
2007-03-01,1753.45,1768.96,1717.95,2.8189782364e+12,32838673.0
2007-03-02,1726.03,1752.86,1726.03,2.77489507039e+12,0.0
2007-03-05,1712.94,1739.05,1710.97,2.7538577835e+12,0.0
2007-03-06,1743.1,1747.21,1727.12,2.80233742374e+12,0.0
2007-03-07,1736.1,1746.86,1733.82,2.79108346584e+12,56526392.0
2007-03-08,1746.43,1757.52,1741.47,2.80261465619e+12,13367065.0
2007-03-09,1744.74,1760.96,1734.35,2.79990093230e+12,0.0
2007-03-12,1756.42,1758.49,1742.05,2.81864938131e+12,0.0
2007-03-13,1722.48,1756.22,1722.48,2.76416990037e+12,24115996.0
2007-03-14,1743.15,1743.15,1711.28,2.79734811962e+12,0.0
2007-03-15,1744.87,1749.58,1737.04,2.80010955115e+12,0.0
2007-03-16,1742.23,1750.39,1733.58,2.79587689071e+12,0.0
2007-03-19,1758.23,1764.37,1747.05,2.82893431432e+12,0.0
2007-03-20,1767.25,1772.74,1757.94,2.84295733515e+12,0.0
2007-03-21,1806.35,1806.35,1763.54,2.90585577081e+12,0.0
2007-03-22,1799.75,1807.43,1793.38,2.89524036198e+12,0.0
2007-03-23,1794.04,1804.63,1792.74,2.88605497886e+12,10972906.0
2007-03-26,1802.95,1802.95,1774.96,2.90037721497e+12,0.0
2007-03-27,1789.93,1798.89,1787.98,2.87944401253e+12,0.0
2007-03-28,1770.54,1789.65,1770.54,2.84769768983e+12,262357487.0
2007-03-29,1771.72,1783.48,1753.43,2.84959579292e+12,0.0
2007-03-30,1772.36,1783.33,1758.1,2.85062689251e+12,0.0
2007-04-02,1773.33,1779.3,1761.65,2.85219082009e+12,0.0
2007-04-03,1796.31,1801.9,1781.89,2.88914991876e+12,0.0
2007-04-04,1801.74,1804.54,1795.0,2.8978767751e+12,0.0
2007-04-05,1812.94,1812.94,1798.53,2.91589092532e+12,0.0
2007-04-09,1808.19,1819.04,1805.09,2.90825116048e+12,0.0
2007-04-10,1816.93,1816.93,1806.91,2.92230557592e+12,0.0
2007-04-11,1798.09,1815.73,1793.25,2.8920074421e+12,46615114.0
2007-04-12,1813.49,1814.68,1788.4,2.91678607415e+12,111214414.0
2007-04-13,1816.85,1818.42,1801.89,2.92219092962e+12,0.0
2007-04-16,1833.96,1835.68,1823.69,2.9497001212e+12,0.0
2007-04-17,1834.91,1838.1,1829.11,2.95123818879e+12,0.0
2007-04-18,1832.39,1839.31,1823.29,2.94718279061e+12,0.0
2007-04-19,1832.47,1840.28,1819.31,2.94731440077e+12,0.0
2007-04-20,1845.89,1856.43,1838.77,2.96889321808e+12,0.0
2007-04-23,1850.18,1854.75,1844.8,2.97579100859e+12,0.0
2007-04-24,1858.87,1863.76,1844.05,2.98975960587e+12,0.0
2007-04-25,1881.33,1883.58,1859.06,3.02588950553e+12,207720364.0
2007-04-26,1889.57,1896.77,1884.26,3.03913914549e+12,0.0
2007-04-27,1891.06,1894.97,1883.36,3.04153811453e+12,142618659.0
2007-04-30,1867.75,1891.81,1867.75,3.00405034376e+12,0.0
2007-05-01,1873.43,1876.19,1857.33,3.01317765539e+12,0.0
2007-05-02,1889.73,1894.3,1874.39,3.03940521513e+12,0.0
2007-05-03,1895.64,1899.49,1888.74,3.04891384803e+12,426747134.0
2007-05-04,1895.7,1905.85,1888.4,3.04900619612e+12,0.0
2007-05-07,1895.96,1901.42,1893.97,3.04942582494e+12,99236952.0
2007-05-08,1899.83,1901.21,1883.01,3.0556505329e+12,132164436.0
2007-05-09,1905.65,1909.3,1890.16,3.060977716e+12,131678768.0
2007-05-10,1875.2,1902.19,1874.24,3.01207330432e+12,93995446.0
2007-05-11,1898.79,1899.44,1878.38,3.04996037295e+12,54908146.0
2007-05-14,1888.08,1906.38,1878.63,3.03276127009e+12,0.0
2007-05-15,1871.79,1898.02,1870.24,3.00659684834e+12,714466840.0
2007-05-16,1891.57,1891.57,1866.98,3.03836075847e+12,130678740.0
2007-05-17,1884.68,1892.71,1882.04,3.02729341173e+12,0.0
2007-05-18,1896.93,1898.34,1885.93,3.04697343666e+12,0.0
2007-05-21,1911.16,1919.6,1897.86,3.06983658886e+12,0.0
2007-05-22,1916.45,1921.81,1905.77,3.07832240328e+12,0.0
2007-05-23,1904.41,1925.43,1903.87,3.05898669754e+12,0.0
2007-05-24,1874.6,1911.48,1869.51,3.01110345895e+12,0.0
2007-05-25,1889.25,1892.71,1877.73,3.03464145411e+12,0.0
2007-05-29,1899.79,1904.31,1887.26,3.051562026e+12,0.0
2007-05-30,1918.08,1918.08,1884.45,3.08094643352e+12,608065147.0
2007-05-31,1928.19,1931.1,1919.27,3.09718147568e+12,0.0
2007-06-01,1928.26,1940.81,1925.65,3.07961275327e+12,30278029.0
2007-06-04,1933.73,1935.85,1920.21,3.08835250139e+12,0.0
2007-06-05,1932.35,1932.94,1916.38,3.08614825179e+12,29144690.0
2007-06-06,1914.85,1924.51,1908.8,3.05690336528e+12,57845174.0
2007-06-07,1882.17,1918.82,1882.17,3.00472583012e+12,0.0
2007-06-08,1906.26,1906.79,1876.52,3.04318160052e+12,19910612.0
2007-06-11,1901.96,1917.43,1900.73,3.03632517913e+12,0.0
2007-06-12,1890.67,1911.14,1887.77,3.01829413431e+12,35639649.0
2007-06-13,1913.87,1913.87,1892.55,3.05533379672e+12,0.0
2007-06-14,1924.54,1929.59,1913.53,3.07235778211e+12,19386891.0
2007-06-15,1942.41,1946.7,1937.99,3.10089556435e+12,0.0
2007-06-18,1944.37,1947.79,1939.27,3.09655112281e+12,0.0
2007-06-19,1941.75,1946.88,1932.75,3.09239072954e+12,0.0
2007-06-20,1922.12,1948.58,1922.07,3.06111597536e+12,0.0
2007-06-21,1941.32,1943.42,1915.77,3.09169947258e+12,0.0
2007-06-22,1921.94,1940.28,1917.52,3.06084439344e+12,0.0
2007-06-25,1912.9,1934.84,1905.02,3.0464320847e+12,0.0
2007-06-26,1908.64,1924.42,1901.18,3.03965767348e+12,10956763.0
2007-06-27,1933.06,1934.03,1899.92,3.07854030485e+12,0.0
2007-06-28,1931.67,1945.12,1930.53,3.07633297907e+12,0.0
2007-06-29,1934.1,1947.0,1920.83,3.08019857694e+12,0.0
2007-07-02,1954.12,1954.24,1939.74,3.11209107547e+12,0.0
2007-07-03,1965.2,1965.2,1953.93,3.12973415824e+12,0.0
2007-07-05,1981.06,1983.1,1964.49,3.15499467887e+12,0.0
2007-07-06,1988.31,1989.43,1973.4,3.16653434997e+12,0.0
2007-07-09,1989.2,1992.55,1982.37,3.16795393252e+12,0.0
2007-07-10,1971.89,1989.35,1970.36,3.14037936206e+12,0.0
2007-07-11,1984.08,1984.67,1965.61,3.15347399308e+12,46875716.0
2007-07-12,2021.03,2021.03,1990.89,3.19962550214e+12,0.0
2007-07-13,2032.16,2032.28,2017.28,3.2172471861e+12,0.0
2007-07-16,2028.02,2037.5,2024.3,3.21069574922e+12,0.0
2007-07-17,2041.78,2045.97,2030.57,3.23247885372e+12,0.0
2007-07-18,2037.98,2038.64,2019.17,3.22646345006e+12,0.0
2007-07-19,2052.99,2060.29,2046.96,3.25023211628e+12,0.0
2007-07-20,2035.88,2048.24,2024.25,3.22313613181e+12,0.0
2007-07-23,2036.33,2045.81,2031.37,3.22384761196e+12,0.0
2007-07-24,2000.55,2037.72,1995.62,3.16721356964e+12,0.0
2007-07-25,2011.14,2020.68,1996.05,3.1839666702e+12,71669021.0
2007-07-26,1986.6,2012.49,1955.62,3.14512763571e+12,0.0
2007-07-27,1956.19,1997.79,1956.16,3.09698254688e+12,0.0
2007-07-30,1973.93,1981.86,1951.36,3.12505609608e+12,204183096.0
2007-07-31,1932.06,1992.53,1931.99,3.05877351926e+12,0.0
2007-08-01,1945.08,1946.76,1912.1,3.07685802155e+12,0.0
2007-08-02,1966.6,1969.66,1944.37,3.11089662145e+12,0.0
2007-08-03,1918.56,1964.5,1918.56,3.03489554389e+12,429929053.0
2007-08-06,1954.37,1954.37,1912.69,3.09154148779e+12,0.0
2007-08-07,1961.64,1976.7,1932.05,3.10305158072e+12,100589534.0
2007-08-08,1987.34,1995.0,1968.34,3.14047962721e+12,152229254.0
2007-08-09,1936.76,1990.96,1936.76,3.06055769998e+12,0.0
2007-08-10,1925.14,1944.54,1896.69,3.04219833374e+12,88328458.0
2007-08-13,1934.41,1946.75,1931.33,3.05684517375e+12,371712726.0
2007-08-14,1901.32,1940.89,1901.32,3.00454708037e+12,699019585.0
2007-08-15,1864.92,1913.79,1864.2,2.94826185971e+12,130755720.0
2007-08-16,1846.09,1865.47,1805.66,2.91849288463e+12,127838274.0
2007-08-17,1888.78,1893.77,1853.87,2.98598826675e+12,0.0
2007-08-20,1893.05,1899.05,1874.27,2.99273958893e+12,0.0
2007-08-21,1910.99,1915.1,1886.45,3.02110484397e+12,158267751.0
2007-08-22,1936.77,1938.79,1922.19,3.06168435969e+12,0.0
2007-08-23,1931.88,1945.11,1920.62,3.05396027522e+12,0.0
2007-08-24,1961.38,1961.38,1924.11,3.10058694663e+12,0.0
2007-08-27,1947.49,1958.96,1945.51,3.07864331501e+12,0.0
2007-08-28,1899.24,1939.1,1899.24,3.00235641216e+12,0.0
2007-08-29,1954.85,1955.46,1913.49,3.08948268751e+12,555888766.0
2007-08-30,1963.75,1980.95,1940.92,3.10354078049e+12,0.0
2007-08-31,1988.73,1993.73,1975.83,3.14301863602e+12,30055345.0
2007-09-04,2020.51,2032.1,1989.28,3.19323927559e+12,0.0
2007-09-05,1994.38,2017.32,1987.3,3.14923502006e+12,75828836.0
2007-09-06,1998.67,2006.05,1984.44,3.15600492543e+12,0.0
2007-09-07,1958.35,1975.31,1949.87,3.09233050653e+12,0.0
2007-09-10,1960.2,1980.97,1943.27,3.09526305749e+12,62518913.0
2007-09-11,1988.98,1991.02,1969.52,3.14069781463e+12,0.0
2007-09-12,1988.96,2006.37,1983.44,3.13817784049e+12,0.0
2007-09-13,1998.63,2005.96,1989.91,3.15343328481e+12,0.0
2007-09-14,2000.82,2004.03,1981.91,3.15690141369e+12,0.0
2007-09-17,1983.08,1995.47,1975.29,3.12890307896e+12,0.0
2007-09-18,2035.37,2035.37,1985.7,3.21141585371e+12,0.0
2007-09-19,2041.36,2056.27,2032.08,3.22085913734e+12,0.0
2007-09-20,2032.61,2043.21,2029.53,3.20705152217e+12,0.0
2007-09-21,2049.48,2054.09,2041.48,3.23367491665e+12,0.0
2007-09-24,2057.25,2072.7,2047.51,3.24446785184e+12,0.0
2007-09-25,2076.83,2076.83,2048.34,3.27534743818e+12,10966140.0
2007-09-26,2088.38,2094.97,2079.92,3.29355628976e+12,0.0
2007-09-27,2096.39,2099.61,2089.58,3.30618006991e+12,0.0
2007-09-28,2091.11,2101.96,2082.04,3.29786024465e+12,0.0
2007-10-01,2116.97,2120.79,2092.6,3.33864943385e+12,0.0
2007-10-02,2115.89,2117.34,2104.15,3.32349686519e+12,0.0
2007-10-03,2103.01,2117.38,2095.3,3.30326903408e+12,0.0
2007-10-04,2105.56,2107.72,2088.79,3.3072683173e+12,0.0
2007-10-05,2149.67,2151.72,2118.13,3.37654591074e+12,0.0
2007-10-08,2163.26,2163.26,2144.22,3.39404972226e+12,0.0
2007-10-09,2171.21,2173.95,2157.95,3.40653421625e+12,0.0
2007-10-10,2176.98,2178.95,2164.91,3.4155779122e+12,46086831.0
2007-10-11,2140.92,2194.14,2127.07,3.35900173486e+12,0.0
2007-10-12,2177.99,2177.99,2148.38,3.41716074196e+12,0.0
2007-10-15,2158.92,2184.86,2143.9,3.38724084126e+12,0.0
2007-10-16,2151.14,2166.65,2143.56,3.37503592226e+12,28913667.0
2007-10-17,2179.14,2182.85,2143.54,3.4189754085e+12,0.0
2007-10-18,2187.52,2191.66,2161.68,3.43212290688e+12,0.0
2007-10-19,2131.08,2188.75,2131.08,3.34356007523e+12,0.0
2007-10-22,2157.45,2160.02,2116.64,3.3849462617e+12,0.0
2007-10-23,2205.18,2205.18,2170.47,3.45982144456e+12,0.0
2007-10-24,2188.59,2194.35,2140.87,3.43779927928e+12,7511557.0
2007-10-25,2161.52,2195.4,2146.23,3.39528213562e+12,0.0
2007-10-26,2194.59,2203.88,2174.82,3.44723443988e+12,0.0
2007-10-29,2203.42,2209.39,2191.21,3.46109193017e+12,0.0
2007-10-30,2207.61,2218.88,2192.69,3.4676799619e+12,204727902.0
2007-10-31,2238.98,2239.23,2199.02,3.51696170143e+12,0.0
2007-11-01,2197.07,2226.88,2196.35,3.45113242495e+12,0.0
2007-11-02,2213.86,2218.66,2181.5,3.47749129201e+12,202541147.0
2007-11-05,2200.48,2212.06,2179.9,3.45648351884e+12,432148997.0
2007-11-06,2223.97,2224.43,2188.1,3.49338491366e+12,0.0
2007-11-07,2169.43,2219.82,2168.55,3.40770611212e+12,36387983.0
2007-11-08,2106.16,2167.81,2066.55,3.30832668667e+12,0.0
2007-11-09,2034.3,2078.06,2033.88,3.19544215965e+12,89238201.0
2007-11-12,1982.16,2043.05,1980.18,3.11354697709e+12,0.0
2007-11-13,2066.08,2066.08,2009.74,3.24536834665e+12,747036668.0
2007-11-14,2038.05,2091.06,2030.62,3.20056290541e+12,100322207.0
2007-11-15,2024.03,2054.06,2007.78,3.17855459996e+12,203509769.0
2007-11-16,2048.62,2052.2,2006.85,3.21717248823e+12,0.0
2007-11-19,2021.14,2050.03,2009.71,3.17400667877e+12,0.0
2007-11-20,2029.94,2064.08,1990.12,3.18783314087e+12,0.0
2007-11-21,2006.38,2039.39,1986.45,3.14996190537e+12,0.0
2007-11-23,2028.9,2031.87,2008.13,3.18531571154e+12,0.0
2007-11-26,1989.36,2047.92,1988.3,3.12323121190e+12,0.0
2007-11-27,2033.76,2034.65,1997.53,3.19294447917e+12,0.0
2007-11-28,2095.39,2100.97,2055.77,3.28969256819e+12,1440343374.0
2007-11-29,2102.42,2108.25,2082.19,3.30074134265e+12,55024767.0
2007-11-30,2089.1,2122.64,2071.78,3.27982731642e+12,0.0
2007-12-03,2067.45,2094.36,2066.23,3.24582964796e+12,29898049.0
2007-12-04,2059.06,2070.39,2048.65,3.2421943685e+12,0.0
2007-12-05,2099.31,2103.83,2079.67,3.30557109117e+12,601500270.0
2007-12-06,2127.65,2128.32,2098.3,3.35019402528e+12,0.0
2007-12-07,2130.0,2135.24,2116.63,3.3538959674e+12,0.0
2007-12-10,2134.88,2141.36,2126.97,3.3615776237e+12,81794477.0
2007-12-11,2083.72,2147.68,2081.55,3.28102233852e+12,0.0
2007-12-12,2101.36,2130.57,2070.52,3.30880655208e+12,0.0
2007-12-13,2094.68,2097.95,2072.75,3.29828140583e+12,0.0
2007-12-14,2072.11,2096.96,2069.94,3.2627463786e+12,785092634.0
2007-12-17,2020.8,2068.92,2020.26,3.18196035301e+12,0.0
2007-12-18,2029.49,2042.29,1999.59,3.19564352568e+12,0.0
2007-12-19,2031.0,2038.99,2016.69,3.19801164199e+12,0.0
2007-12-20,2069.68,2070.51,2040.38,3.25892297404e+12,0.0
2007-12-21,2111.77,2111.77,2094.65,3.32519361345e+12,0.0
2007-12-24,2128.62,2131.73,2113.12,3.37515129584e+12,12289550.0
2007-12-26,2136.94,2141.08,2116.21,3.38834344435e+12,0.0
2007-12-27,2106.09,2135.55,2104.02,3.33942006245e+12,28050157.0
2007-12-28,2107.05,2121.28,2092.03,3.34094608064e+12,0.0
2007-12-31,2084.93,2102.39,2083.58,3.30587466611e+12,0.0
2008-01-02,2049.71,2094.22,2040.43,3.24852217607e+12,0.0
2008-01-03,2051.76,2064.73,2040.01,3.25176464492e+12,0.0
2008-01-04,1963.52,2025.36,1963.02,3.1119223797e+12,0.0
2008-01-07,1957.44,1975.87,1929.27,3.10184345758e+12,0.0
2008-01-08,1910.33,1983.14,1910.33,3.02720192139e+12,0.0
2008-01-09,1949.2,1949.2,1889.92,3.08878396272e+12,51342354.0
2008-01-10,1953.64,1968.09,1924.39,3.09582539749e+12,0.0
2008-01-11,1912.81,1941.53,1900.23,3.03111804865e+12,0.0
2008-01-14,1949.15,1952.55,1924.86,3.08871403946e+12,0.0
2008-01-15,1894.09,1931.71,1885.45,3.00146263088e+12,0.0
2008-01-16,1872.29,1907.3,1848.58,2.96691473798e+12,0.0
2008-01-17,1842.1,1894.19,1838.99,2.91907943048e+12,0.0
2008-01-18,1844.09,1876.04,1829.62,2.92222863492e+12,0.0
2008-01-22,1795.61,1820.51,1740.53,2.84540261171e+12,0.0
2008-01-23,1789.53,1794.46,1693.06,2.83576889147e+12,0.0
2008-01-24,1826.92,1826.92,1793.11,2.8950175114e+12,0.0
2008-01-25,1789.17,1864.0,1788.07,2.83520037251e+12,0.0
2008-01-28,1805.08,1807.12,1773.7,2.86040627838e+12,0.0
2008-01-29,1807.67,1816.43,1792.64,2.8645088388e+12,0.0
2008-01-30,1808.51,1843.2,1798.31,2.86584258642e+12,207506168.0
2008-01-31,1841.42,1853.81,1782.02,2.91800052668e+12,0.0
2008-02-01,1855.27,1864.97,1826.43,2.93993874948e+12,0.0
2008-02-04,1828.8,1854.62,1828.11,2.89800077083e+12,252604322.0
2008-02-05,1773.49,1813.55,1773.49,2.8103576854e+12,597415219.0
2008-02-06,1740.95,1795.82,1739.55,2.75879224936e+12,0.0
2008-02-07,1753.3,1779.27,1714.86,2.77836526058e+12,35493387.0
2008-02-08,1773.74,1779.48,1746.34,2.81075182614e+12,0.0
2008-02-11,1793.09,1797.39,1770.91,2.84140613733e+12,0.0
2008-02-12,1780.54,1812.43,1769.62,2.82152483776e+12,80323351.0
2008-02-13,1823.0,1824.22,1795.67,2.89015186192e+12,180097761.0
2008-02-14,1787.59,1823.1,1784.78,2.83401790959e+12,139591568.0
2008-02-15,1780.38,1787.33,1767.34,2.82258953248e+12,121193932.0
2008-02-19,1764.81,1807.45,1759.24,2.79791126554e+12,665287260.0
2008-02-20,1787.45,1791.35,1756.64,2.83258436954e+12,0.0
2008-02-21,1766.3,1806.44,1762.24,2.799069099e+12,129542937.0
2008-02-22,1773.44,1774.97,1739.15,2.81038488951e+12,0.0
2008-02-25,1785.46,1790.77,1761.93,2.82943065263e+12,0.0
2008-02-26,1791.31,1807.41,1763.41,2.83870400989e+12,0.0
2008-02-27,1799.94,1806.42,1775.45,2.85265782129e+12,549535098.0
2008-02-28,1794.46,1808.65,1786.2,2.84397618618e+12,0.0
2008-02-29,1745.27,1778.07,1740.9,2.76600691537e+12,0.0
2008-03-03,1733.27,1746.56,1716.52,2.74699239872e+12,29898049.0
2008-03-04,1743.7,1748.07,1707.42,2.76351548542e+12,0.0
2008-03-05,1753.57,1768.13,1737.26,2.77700092574e+12,69333449.0
2008-03-06,1712.5,1757.56,1710.96,2.71195927295e+12,0.0
2008-03-07,1707.5,1731.39,1682.03,2.7040445578e+12,0.0
2008-03-10,1673.03,1711.03,1672.76,2.64945271848e+12,26830443.0
2008-03-11,1740.95,1740.95,1686.47,2.7570158357e+12,0.0
2008-03-12,1735.18,1764.72,1731.08,2.74787838416e+12,0.0
2008-03-13,1750.4,1760.23,1699.17,2.77197321972e+12,0.0
2008-03-14,1713.83,1762.37,1696.22,2.71407466759e+12,0.0
2008-03-17,1687.19,1706.02,1668.57,2.67187890309e+12,0.0
2008-03-18,1761.05,1761.05,1712.21,2.78884759651e+12,0.0
2008-03-19,1715.59,1772.09,1715.59,2.71685802113e+12,0.0
2008-03-20,1751.99,1752.28,1712.33,2.77449264031e+12,0.0
2008-03-24,1814.4,1819.26,1760.14,2.86278846944e+12,0.0
2008-03-25,1824.54,1831.98,1800.71,2.87880267879e+12,12248336.0
